ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10147;25;42.67;1;1066.75;5/1/2022;Shipped;3;9;2022;Classic Cars;37;S24_2972;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;USA;NA;Nelson;Allen;Small
10371;28;50.32;9;1408.96;5/1/2022;Shipped;1;1;2022;Classic Cars;118;S24_4048;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10331;26;67.91;12;1765.66;6/1/2022;Shipped;4;11;2022;Classic Cars;141;S18_3685;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;NA;Hernandez;Rosa;Small
10171;36;35.49;4;1277.64;6/1/2022;Shipped;4;11;2022;Classic Cars;37;S24_2972;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10273;26;100;9;2969.46;6/1/2022;Shipped;3;7;2022;Ships;99;S700_3962;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small
10371;32;100;6;3560.64;7/1/2022;Shipped;1;1;2022;Classic Cars;207;S12_1108;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10287;41;69.43;13;2846.63;7/1/2022;Shipped;3;8;2022;Classic Cars;79;S12_3990;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Small
10421;35;100;1;5433.75;7/1/2022;In Process;2;5;2022;Vintage Cars;168;S18_2795;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10100;22;86.51;4;1903.22;8/1/2022;Shipped;1;1;2022;Vintage Cars;92;S18_4409;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Small
10415;18;69.7;2;1254.6;8/1/2022;Disputed;2;5;2022;Vintage Cars;65;S24_3420;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Small
10371;48;56.55;10;2714.4;8/1/2022;Shipped;1;1;2022;Trucks and Buses;115;S50_1392;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10197;42;50.23;12;2109.66;8/1/2022;Shipped;4;11;2022;Ships;54;S72_3212;Enaco Distributors;(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Small
;;;;;;;;;;;;;;;;;;;;;;;;
10108;44;100;11;5565.12;9/1/2022;Shipped;1;3;2022;Classic Cars;148;S18_4721;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium
10150;30;100;5;4100.1;10/1/2022;Shipped;3;9;2022;Trucks and Buses;136;S12_1666;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Medium
10375;37;100;3;6353.27;10/1/2022;Shipped;1;2;2022;Motorcycles;99;S32_1374;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;France;EMEA;Labrune;Janine;Medium
10307;34;53.63;4;1823.42;10/1/2022;Shipped;4;10;2022;Planes;49;S72_1253;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;USA;NA;Cervantes;Francisca;Small
10276;47;100;1;5464.69;11/1/2022;Shipped;3;8;2022;Classic Cars;117;S12_3380;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;NA;Barajas;Miguel;Medium
10111;26;86.68;3;2253.68;11/1/2022;Shipped;1;3;2022;Vintage Cars;97;S24_4258;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;NA;Murphy;Julie;Small
10103;36;100;1;3680.28;12/1/2022;Shipped;1;1;2022;Trucks and Buses;127;S24_2300;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium
10266;34;40.4;8;1373.6;12/1/2022;Shipped;3;7;2022;Classic Cars;37;S24_2972;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small
10193;28;100;7;3106.88;13/1/2022;Shipped;4;11;2022;Vintage Cars;102;S18_1342;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Medium
10119;21;89.46;9;1878.66;13/1/2022;Shipped;2;4;2022;Ships;86;S18_3029;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Small
10274;40;65.08;2;2603.2;13/1/2022;Shipped;3;7;2022;Planes;68;S24_2841;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;USA;NA;Nelson;Allen;Small
10206;33;97.39;10;3213.87;13/1/2022;Shipped;4;12;2022;Vintage Cars;97;S24_4258;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;NA;Tannamuri;Yoshi;Medium
10351;39;99.52;1;3881.28;14/1/2022;Shipped;4;12;2022;Planes;157;S18_1662;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Medium
10377;36;100;6;4352.76;15/1/2022;Shipped;1;2;2022;Classic Cars;142;S18_1984;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Medium
10287;27;100;2;4310.55;15/1/2022;Shipped;3;8;2022;Classic Cars;141;S18_3685;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Medium
10213;25;83.39;2;2084.75;15/1/2022;Shipped;1;1;2022;Classic Cars;71;S18_4933;Double Decker Gift Stores, Ltd;(171) 555-7555;120 Hanover Sq.;;London;;WA1 1DP;UK;EMEA;Hardy;Thomas;Small
10149;34;100;11;5375.4;16/1/2022;Shipped;3;9;2022;Vintage Cars;170;S18_1749;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;NA;Taylor;Sue;Medium
10319;45;77.29;6;3478.05;16/1/2022;Shipped;4;11;2022;Motorcycles;81;S50_4713;Microscale Inc.;2125551957;5290 North Pendale Street;Suite 200;NYC;NY;10022;USA;NA;Kuo;Kee;Medium
10350;26;75.47;5;1962.22;17/1/2022;Shipped;4;12;2022;Classic Cars;136;S10_4757;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10351;20;100;2;3374.6;17/1/2022;Shipped;4;12;2022;Vintage Cars;105;S18_3856;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Medium
10167;33;100;16;3812.16;17/1/2022;Cancelled;4;10;2022;Ships;122;S24_2011;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium
10224;30;100;5;3336.9;17/1/2022;Shipped;1;2;2022;Motorcycles;102;S32_4485;Daedalus Designs Imports;20.16.1555;184, chausse de Tournai;;Lille;;59000;France;EMEA;Rance;Martine;Medium
10375;33;100;1;3856.71;17/1/2022;Shipped;1;2;2022;Planes;99;S700_2466;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;France;EMEA;Labrune;Janine;Medium
10169;35;100;13;4639.25;18/1/2022;Shipped;4;11;2022;Motorcycles;150;S12_2823;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10287;44;100;1;5052.96;18/1/2022;Shipped;3;8;2022;Classic Cars;132;S18_2870;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Medium
10363;21;100;8;3595.62;18/1/2022;Shipped;1;1;2022;Motorcycles;76;S24_2000;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Medium
10380;43;95.03;12;4086.29;18/1/2022;Shipped;1;2;2022;Vintage Cars;41;S24_3969;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10197;27;92.16;10;2488.32;18/1/2022;Shipped;4;11;2022;Ships;100;S700_3505;Enaco Distributors;(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Small
10261;27;100;1;3378.24;19/1/2022;Shipped;2;6;2022;Classic Cars;136;S10_4757;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Medium
10279;48;100;6;6168;19/1/2022;Shipped;3;8;2022;Classic Cars;107;S24_3432;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10100;49;34.47;1;1689.03;19/1/2022;Shipped;1;1;2022;Vintage Cars;41;S24_3969;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Small
10229;23;54.11;3;1244.53;19/1/2022;Shipped;1;3;2022;Trucks and Buses;54;S32_2509;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10350;44;100;17;6490.88;19/1/2022;Shipped;4;12;2022;Trains;58;S50_1514;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10373;25;64.97;9;1624.25;19/1/2022;Shipped;1;1;2022;Planes;49;S72_1253;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Small
10372;40;100;4;5862;20/1/2022;Shipped;1;1;2022;Classic Cars;151;S12_3148;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Medium
10280;27;57.68;8;1557.36;20/1/2022;Shipped;3;8;2022;Vintage Cars;53;S18_1367;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Small
10313;28;100;8;2881.76;20/1/2022;Shipped;4;10;2022;Trucks and Buses;121;S18_4600;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;NA;Tannamuri;Yoshi;Small
10328;48;58.92;1;2828.16;20/1/2022;Shipped;4;11;2022;Planes;68;S24_2841;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small
10310;20;91.63;6;1832.6;21/1/2022;Shipped;4;10;2022;Classic Cars;77;S18_1889;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Germany;EMEA;Pfalzheim;Henriette;Small
10210;31;86.4;13;2678.4;21/1/2022;Shipped;1;1;2022;Planes;80;S700_3167;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Small
10210;31;100;17;5719.5;22/1/2022;Shipped;1;1;2022;Planes;157;S18_1662;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Medium
10192;45;90.86;15;4088.7;22/1/2022;Shipped;4;11;2022;Classic Cars;77;S18_1889;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Medium
10270;28;100;6;4094.72;23/1/2022;Shipped;3;7;2022;Trucks and Buses;136;S12_1666;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Medium
10405;76;100;3;11739.7;23/1/2022;Shipped;2;4;2022;Classic Cars;140;S24_3856;Mini Caravy;88.60.1555;24, place Kluber;;Strasbourg;;67000;France;EMEA;Citeaux;Frederique;Large
10175;26;100;1;3543.28;24/1/2022;Shipped;4;11;2022;Trucks and Buses;118;S12_4473;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Medium
10265;45;86.84;2;3907.8;24/1/2022;Shipped;3;7;2022;Classic Cars;80;S18_3278;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Medium
10168;50;100;2;5747.5;24/1/2022;Shipped;4;10;2022;Motorcycles;112;S24_1578;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;NA;Hirano;Juri;Medium
10273;21;65.34;7;1372.14;24/1/2022;Shipped;3;7;2022;Ships;66;S700_1138;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small
10267;40;80.1;5;3204;25/1/2022;Shipped;3;7;2022;Classic Cars;73;S24_1046;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Medium
10237;26;79.65;4;2070.9;25/1/2022;Shipped;2;4;2022;Motorcycles;69;S24_2360;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Small
10358;36;82.94;4;2985.84;25/1/2022;Shipped;4;12;2022;Classic Cars;35;S24_2840;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10122;39;30.96;4;1207.44;25/1/2022;Shipped;2;5;2022;Classic Cars;37;S24_2972;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;France;EMEA;Lebihan;Laurence;Small
10198;27;71.67;6;1935.09;25/1/2022;Shipped;4;11;2022;Vintage Cars;65;S24_3420;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Small
10308;44;83.32;8;3666.08;25/1/2022;Shipped;4;10;2022;Planes;72;S24_4278;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;NA;Frick;Steve;Medium
10227;37;57.73;12;2136.01;26/1/2022;Shipped;1;3;2022;Classic Cars;71;S18_4933;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Small
10283;33;51.32;12;1693.56;26/1/2022;Shipped;3;8;2022;Ships;54;S72_3212;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canada;NA;Lincoln;Elizabeth;Small
10211;36;100;13;4771.8;27/1/2022;Shipped;1;1;2022;Motorcycles;150;S12_2823;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;France;EMEA;Perrier;Dominique;Medium
10108;43;67.77;12;2914.11;29/1/2022;Shipped;1;3;2022;Motorcycles;62;S18_3782;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Small
10162;43;36.29;4;1560.47;29/1/2022;Shipped;4;10;2022;Vintage Cars;44;S24_2022;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Small
10276;20;61.23;2;1224.6;29/1/2022;Shipped;3;8;2022;Classic Cars;61;S24_3371;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;NA;Barajas;Miguel;Small
10398;36;87.36;12;3144.96;29/1/2022;Shipped;1;3;2022;Planes;74;S700_4002;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium
10370;22;100;5;3949;30/1/2022;Shipped;1;1;2022;Trucks and Buses;122;S18_2319;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10406;65;100;1;10468.9;30/1/2022;Disputed;2;4;2022;Classic Cars;141;S18_3685;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Large
10398;28;57.55;3;1611.4;30/1/2022;Shipped;1;3;2022;Planes;68;S24_2841;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small
10330;42;81.03;1;3403.26;31/1/2022;Shipped;4;11;2022;Motorcycles;69;S24_2360;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium
10181;25;100;9;3861.75;31/1/2022;Shipped;4;11;2022;Classic Cars;140;S24_3856;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Medium
10170;20;63.14;2;1262.8;1/2/2022;Shipped;4;11;2022;Classic Cars;77;S18_1889;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Small
10246;30;61.99;11;1859.7;1/2/2022;Shipped;2;5;2022;Trucks and Buses;60;S18_2432;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10135;27;66.13;6;1785.51;1/2/2022;Shipped;3;7;2022;Classic Cars;61;S24_3371;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10178;42;100;4;6490.68;2/2/2022;Shipped;4;11;2022;Planes;157;S18_1662;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;France;EMEA;Roulet;Annette;Medium
10149;26;38.98;9;1013.48;2/2/2022;Shipped;3;9;2022;Vintage Cars;41;S24_3969;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;NA;Taylor;Sue;Small
10155;32;91.43;9;2925.76;2/2/2022;Shipped;4;10;2022;Ships;90;S700_2047;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Small
10136;25;100;2;3644.75;3/2/2022;Shipped;3;7;2022;Classic Cars;141;S18_1129;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;France;EMEA;Roulet;Annette;Medium
10304;38;100;11;3958.46;3/2/2022;Shipped;4;10;2022;Vintage Cars;99;S18_3320;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;France;EMEA;Tonini;Daniel;Medium
10395;32;100;2;3370.56;4/2/2022;Shipped;1;3;2022;Classic Cars;136;S10_4757;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium
10191;40;100;1;5590;4/2/2022;Shipped;4;11;2022;Classic Cars;117;S12_3380;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Germany;EMEA;Pfalzheim;Henriette;Medium
10416;15;98.84;4;1482.6;4/2/2022;Shipped;2;5;2022;Planes;84;S18_2581;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small
10104;23;100;13;4556.99;4/2/2022;Shipped;1;1;2022;Classic Cars;169;S18_3232;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10283;25;100;6;2992;5/2/2022;Shipped;3;8;2022;Classic Cars;136;S10_4757;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canada;NA;Lincoln;Elizabeth;Small
10310;40;100;15;5356.8;5/2/2022;Shipped;4;10;2022;Classic Cars;148;S18_4721;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Germany;EMEA;Pfalzheim;Henriette;Medium
10420;26;100;12;2617.16;5/2/2022;In Process;2;5;2022;Classic Cars;107;S24_3432;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Small
10127;45;100;14;6295.95;6/2/2022;Shipped;2;6;2022;Trucks and Buses;122;S18_2319;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Medium
10193;44;100;11;4642.88;6/2/2022;Shipped;4;11;2022;Vintage Cars;127;S18_2325;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Medium
10114;32;100;7;3667.52;6/2/2022;Shipped;2;4;2022;Trucks and Buses;96;S32_1268;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;France;EMEA;Bertrand;Marie;Medium
10125;32;100;1;3254.72;7/2/2022;Shipped;2;5;2022;Vintage Cars;102;S18_1342;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10281;48;100;4;5773.44;7/2/2022;Shipped;3;8;2022;Trucks and Buses;122;S18_2319;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;NA;Yu;Kyung;Medium
10141;47;100;8;6287.66;8/2/2022;Shipped;3;8;2022;Trucks and Buses;122;S18_2319;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Medium
10124;45;37.84;2;1702.8;8/2/2022;Shipped;2;5;2022;Vintage Cars;33;S24_1937;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10201;25;100;1;4029;9/2/2022;Shipped;4;12;2022;Motorcycles;150;S12_2823;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;NA;Murphy;Julie;Medium
10188;32;65.42;5;2093.44;10/2/2022;Shipped;4;11;2022;Motorcycles;60;S18_2625;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Small
10251;29;61.18;6;1774.22;10/2/2022;Shipped;2;5;2022;Motorcycles;60;S18_2625;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;NA;Brown;William;Small
10210;21;78.55;12;1649.55;10/2/2022;Shipped;1;1;2022;Planes;91;S700_1691;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Small
;;;;;;;;;;;;;;;;;;;;;;;;
